2025-06-02T16:35:07.386194+0530 | ERROR | Error fetching README for ItsArnavSh/solunox: 404 Client Error: Not Found for url: https://api.github.com/repos/ItsArnavSh/solunox/readme
2025-06-04T15:37:58.052726+0530 | INFO | # [React](https://react.dev/) &middot; [![GitHub license](https://img.shields.io/badge/license-MIT-blue.svg)](https://github.com/facebook/react/blob/main/LICENSE) [![npm version](https://img.shields.io/npm/v/react.svg?style=flat)](https://www.npmjs.com/package/react) [![(Runtime) Build and Test](https://github.com/facebook/react/actions/workflows/runtime_build_and_test.yml/badge.svg)](https://github.com/facebook/react/actions/workflows/runtime_build_and_test.yml) [![(Compiler) TypeScript](https://github.com/facebook/react/actions/workflows/compiler_typescript.yml/badge.svg?branch=main)](https://github.com/facebook/react/actions/workflows/compiler_typescript.yml) [![PRs Welcome](https://img.shields.io/badge/PRs-welcome-brightgreen.svg)](https://legacy.reactjs.org/docs/how-to-contribute.html#your-first-pull-request)

React is a JavaScript library for building user interfaces.

* **Declarative:** React makes it painless to create interactive UIs. Design simple views for each state in your application, and React will efficiently update and render just the right components when your data changes. Declarative views make your code more predictable, simpler to understand, and easier to debug.
* **Component-Based:** Build encapsulated components that manage their own state, then compose them to make complex UIs. Since component logic is written in JavaScript instead of templates, you can easily pass rich data through your app and keep the state out of the DOM.
* **Learn Once, Write Anywhere:** We don't make assumptions about the rest of your technology stack, so you can develop new features in React without rewriting existing code. React can also render on the server using [Node](https://nodejs.org/en) and power mobile apps using [React Native](https://reactnative.dev/).

[Learn how to use React in your project](https://react.dev/learn).

## Installation

React has been designed for gradual adoption from the start, and **you can use as little or as much React as you need**:

* Use [Quick Start](https://react.dev/learn) to get a taste of React.
* [Add React to an Existing Project](https://react.dev/learn/add-react-to-an-existing-project) to use as little or as much React as you need.
* [Create a New React App](https://react.dev/learn/start-a-new-react-project) if you're looking for a powerful JavaScript toolchain.

## Documentation

You can find the React documentation [on the website](https://react.dev/).

Check out the [Getting Started](https://react.dev/learn) page for a quick overview.

The documentation is divided into several sections:

* [Quick Start](https://react.dev/learn)
* [Tutorial](https://react.dev/learn/tutorial-tic-tac-toe)
* [Thinking in React](https://react.dev/learn/thinking-in-react)
* [Installation](https://react.dev/learn/installation)
* [Describing the UI](https://react.dev/learn/describing-the-ui)
* [Adding Interactivity](https://react.dev/learn/adding-interactivity)
* [Managing State](https://react.dev/learn/managing-state)
* [Advanced Guides](https://react.dev/learn/escape-hatches)
* [API Reference](https://react.dev/reference/react)
* [Where to Get Support](https://react.dev/community)
* [Contributing Guide](https://legacy.reactjs.org/docs/how-to-contribute.html)

You can improve it by sending pull requests to [this repository](https://github.com/reactjs/react.dev).

## Examples

We have several examples [on the website](https://react.dev/). Here is the first one to get you started:

```jsx
import { createRoot } from 'react-dom/client';

function HelloMessage({ name }) {
  return <div>Hello {name}</div>;
}

const root = createRoot(document.getElementById('container'));
root.render(<HelloMessage name="Taylor" />);
```

This example will render "Hello Taylor" into a container on the page.

You'll notice that we used an HTML-like syntax; [we call it JSX](https://react.dev/learn#writing-markup-with-jsx). JSX is not required to use React, but it makes code more readable, and writing it feels like writing HTML.

## Contributing

The main purpose of this repository is to continue evolving React core, making it faster and easier to use. Development of React happens in the open on GitHub, and we are grateful to the community for contributing bugfixes and improvements. Read below to learn how you can take part in improving React.

### [Code of Conduct](https://code.fb.com/codeofconduct)

Facebook has adopted a Code of Conduct that we expect project participants to adhere to. Please read [the full text](https://code.fb.com/codeofconduct) so that you can understand what actions will and will not be tolerated.

### [Contributing Guide](https://legacy.reactjs.org/docs/how-to-contribute.html)

Read our [contributing guide](https://legacy.reactjs.org/docs/how-to-contribute.html) to learn about our development process, how to propose bugfixes and improvements, and how to build and test your changes to React.

### [Good First Issues](https://github.com/facebook/react/labels/good%20first%20issue)

To help you get your feet wet and get you familiar with our contribution process, we have a list of [good first issues](https://github.com/facebook/react/labels/good%20first%20issue) that contain bugs that have a relatively limited scope. This is a great place to get started.

### License

React is [MIT licensed](./LICENSE).

2025-06-04T15:37:58.055230+0530 | INFO | react middot github license npm version runtime build and test compiler typescript prs welcome react is a javascript library for building user interfaces declarative react makes it painless to create interactive uis design simple views for each state in your application and react will efficiently update and render just the right components when your data changes declarative views make your code more predictable simpler to understand and easier to debug componentbased build encapsulated components that manage their own state then compose them to make complex uis since component logic is written in javascript instead of templates you can easily pass rich data through your app and keep the state out of the dom learn once write anywhere we dont make assumptions about the rest of your technology stack so you can develop new features in react without rewriting existing code react can also render on the server using node and power mobile apps using react native learn how to use react in your project installation react has been designed for gradual adoption from the start and you can use as little or as much react as you need use quick start to get a taste of react add react to an existing project to use as little or as much react as you need create a new react app if youre looking for a powerful javascript toolchain documentation you can find the react documentation on the website check out the getting started page for a quick overview the documentation is divided into several sections quick start tutorial thinking in react installation describing the ui adding interactivity managing state advanced guides api reference where to get support contributing guide you can improve it by sending pull requests to this repository examples we have several examples on the website here is the first one to get you started this example will render hello taylor into a container on the page youll notice that we used an htmllike syntax we call it jsx jsx is not required to use react but it makes code more readable and writing it feels like writing html contributing the main purpose of this repository is to continue evolving react core making it faster and easier to use development of react happens in the open on github and we are grateful to the community for contributing bugfixes and improvements read below to learn how you can take part in improving react code of conduct facebook has adopted a code of conduct that we expect project participants to adhere to please read the full text so that you can understand what actions will and will not be tolerated contributing guide read our contributing guide to learn about our development process how to propose bugfixes and improvements and how to build and test your changes to react good first issues to help you get your feet wet and get you familiar with our contribution process we have a list of good first issues that contain bugs that have a relatively limited scope this is a great place to get started license react is mit licensedlicense
2025-06-04T15:37:58.055427+0530 | INFO | Splitting article into chunks...
2025-06-04T15:37:58.057372+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:58.120775+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:58.189770+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:58.296658+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:58.507234+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:58.627878+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:58.752118+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:59.333028+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:59.491363+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:37:59.606500+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:00.163752+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:00.725547+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:00.795035+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:00.899546+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:01.011173+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:01.184167+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:01.655918+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:01.725994+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:02.341443+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:02.437347+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:02.562758+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:03.127825+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:03.675821+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:03.821786+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:04.152700+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:04.756057+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:04.892406+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:05.061136+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:05.417547+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:38:05.534169+0530 | INFO | Chunks Upserted
2025-06-04T15:38:05.535222+0530 | INFO | Embeding done
2025-06-04T15:38:10.621881+0530 | INFO | Inverted index Complete
2025-06-04T15:40:07.696882+0530 | INFO | A javascript framework
2025-06-04T15:40:07.697232+0530 | INFO | A javascript framework
2025-06-04T15:40:07.697689+0530 | INFO | a javascript framework
2025-06-04T15:40:07.697836+0530 | INFO | Query is
2025-06-04T15:40:07.698043+0530 | INFO | keywords are: ['javascript', 'framework']
2025-06-04T15:40:07.698133+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:36.770021+0530 | INFO | Url for readme:https://raw.githubusercontent.com/huggingface/transformers/main/README.md
2025-06-04T15:40:37.920716+0530 | INFO | <!---
Copyright 2020 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Version 2.0 (the "License");
you may not use this file except in compliance with the License.
You may obtain a copy of the License at

    http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an "AS IS" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
-->

<p align="center">
  <picture>
    <source media="(prefers-color-scheme: dark)" srcset="https://huggingface.co/datasets/huggingface/documentation-images/raw/main/transformers-logo-dark.svg">
    <source media="(prefers-color-scheme: light)" srcset="https://huggingface.co/datasets/huggingface/documentation-images/raw/main/transformers-logo-light.svg">
    <img alt="Hugging Face Transformers Library" src="https://huggingface.co/datasets/huggingface/documentation-images/raw/main/transformers-logo-light.svg" width="352" height="59" style="max-width: 100%;">
  </picture>
  <br/>
  <br/>
</p>

<p align="center">
    <a href="https://huggingface.com/models"><img alt="Checkpoints on Hub" src="https://img.shields.io/endpoint?url=https://huggingface.co/api/shields/models&color=brightgreen"></a>
    <a href="https://circleci.com/gh/huggingface/transformers"><img alt="Build" src="https://img.shields.io/circleci/build/github/huggingface/transformers/main"></a>
    <a href="https://github.com/huggingface/transformers/blob/main/LICENSE"><img alt="GitHub" src="https://img.shields.io/github/license/huggingface/transformers.svg?color=blue"></a>
    <a href="https://huggingface.co/docs/transformers/index"><img alt="Documentation" src="https://img.shields.io/website/http/huggingface.co/docs/transformers/index.svg?down_color=red&down_message=offline&up_message=online"></a>
    <a href="https://github.com/huggingface/transformers/releases"><img alt="GitHub release" src="https://img.shields.io/github/release/huggingface/transformers.svg"></a>
    <a href="https://github.com/huggingface/transformers/blob/main/CODE_OF_CONDUCT.md"><img alt="Contributor Covenant" src="https://img.shields.io/badge/Contributor%20Covenant-v2.0%20adopted-ff69b4.svg"></a>
    <a href="https://zenodo.org/badge/latestdoi/155220641"><img src="https://zenodo.org/badge/155220641.svg" alt="DOI"></a>
</p>

<h4 align="center">
    <p>
        <b>English</b> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_zh-hans.md">简体中文</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_zh-hant.md">繁體中文</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_ko.md">한국어</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_es.md">Español</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_ja.md">日本語</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_hd.md">हिन्दी</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_ru.md">Русский</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_pt-br.md">Рortuguês</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_te.md">తెలుగు</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_fr.md">Français</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_de.md">Deutsch</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_vi.md">Tiếng Việt</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_ar.md">العربية</a> |
        <a href="https://github.com/huggingface/transformers/blob/main/i18n/README_ur.md">اردو</a> |
    </p>
</h4>

<h3 align="center">
    <p>State-of-the-art pretrained models for inference and training</p>
</h3>

<h3 align="center">
    <a href="https://hf.co/course"><img src="https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/course_banner.png"></a>
</h3>

Transformers is a library of pretrained text, computer vision, audio, video, and multimodal models for inference and training. Use Transformers to fine-tune models on your data, build inference applications, and for generative AI use cases across multiple modalities.

There are over 500K+ Transformers [model checkpoints](https://huggingface.co/models?library=transformers&sort=trending) on the [Hugging Face Hub](https://huggingface.com/models) you can use.

Explore the [Hub](https://huggingface.com/) today to find a model and use Transformers to help you get started right away.

## Installation

Transformers works with Python 3.9+ [PyTorch](https://pytorch.org/get-started/locally/) 2.1+, [TensorFlow](https://www.tensorflow.org/install/pip) 2.6+, and [Flax](https://flax.readthedocs.io/en/latest/) 0.4.1+.

Create and activate a virtual environment with [venv](https://docs.python.org/3/library/venv.html) or [uv](https://docs.astral.sh/uv/), a fast Rust-based Python package and project manager.

```py
# venv
python -m venv .my-env
source .my-env/bin/activate
# uv
uv venv .my-env
source .my-env/bin/activate
```

Install Transformers in your virtual environment.

```py
# pip
pip install "transformers[torch]"

# uv
uv pip install "transformers[torch]"
```

Install Transformers from source if you want the latest changes in the library or are interested in contributing. However, the *latest* version may not be stable. Feel free to open an [issue](https://github.com/huggingface/transformers/issues) if you encounter an error.

```shell
git clone https://github.com/huggingface/transformers.git
cd transformers

# pip
pip install .[torch]

# uv
uv pip install .[torch]
```

## Quickstart

Get started with Transformers right away with the [Pipeline](https://huggingface.co/docs/transformers/pipeline_tutorial) API. The `Pipeline` is a high-level inference class that supports text, audio, vision, and multimodal tasks. It handles preprocessing the input and returns the appropriate output.

Instantiate a pipeline and specify model to use for text generation. The model is downloaded and cached so you can easily reuse it again. Finally, pass some text to prompt the model.

```py
from transformers import pipeline

pipeline = pipeline(task="text-generation", model="Qwen/Qwen2.5-1.5B")
pipeline("the secret to baking a really good cake is ")
[{'generated_text': 'the secret to baking a really good cake is 1) to use the right ingredients and 2) to follow the recipe exactly. the recipe for the cake is as follows: 1 cup of sugar, 1 cup of flour, 1 cup of milk, 1 cup of butter, 1 cup of eggs, 1 cup of chocolate chips. if you want to make 2 cakes, how much sugar do you need? To make 2 cakes, you will need 2 cups of sugar.'}]
```

To chat with a model, the usage pattern is the same. The only difference is you need to construct a chat history (the input to `Pipeline`) between you and the system.

> [!TIP]
> You can also chat with a model directly from the command line.
> ```shell
> transformers chat Qwen/Qwen2.5-0.5B-Instruct
> ```

```py
import torch
from transformers import pipeline

chat = [
    {"role": "system", "content": "You are a sassy, wise-cracking robot as imagined by Hollywood circa 1986."},
    {"role": "user", "content": "Hey, can you tell me any fun things to do in New York?"}
]

pipeline = pipeline(task="text-generation", model="meta-llama/Meta-Llama-3-8B-Instruct", torch_dtype=torch.bfloat16, device_map="auto")
response = pipeline(chat, max_new_tokens=512)
print(response[0]["generated_text"][-1]["content"])
```

Expand the examples below to see how `Pipeline` works for different modalities and tasks.

<details>
<summary>Automatic speech recognition</summary>

```py
from transformers import pipeline

pipeline = pipeline(task="automatic-speech-recognition", model="openai/whisper-large-v3")
pipeline("https://huggingface.co/datasets/Narsil/asr_dummy/resolve/main/mlk.flac")
{'text': ' I have a dream that one day this nation will rise up and live out the true meaning of its creed.'}
```

</details>

<details>
<summary>Image classification</summary>

<h3 align="center">
    <a><img src="https://huggingface.co/datasets/Narsil/image_dummy/raw/main/parrots.png"></a>
</h3>

```py
from transformers import pipeline

pipeline = pipeline(task="image-classification", model="facebook/dinov2-small-imagenet1k-1-layer")
pipeline("https://huggingface.co/datasets/Narsil/image_dummy/raw/main/parrots.png")
[{'label': 'macaw', 'score': 0.997848391532898},
 {'label': 'sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita',
  'score': 0.0016551691805943847},
 {'label': 'lorikeet', 'score': 0.00018523589824326336},
 {'label': 'African grey, African gray, Psittacus erithacus',
  'score': 7.85409429227002e-05},
 {'label': 'quail', 'score': 5.502637941390276e-05}]
```

</details>

<details>
<summary>Visual question answering</summary>


<h3 align="center">
    <a><img src="https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/transformers/tasks/idefics-few-shot.jpg"></a>
</h3>

```py
from transformers import pipeline

pipeline = pipeline(task="visual-question-answering", model="Salesforce/blip-vqa-base")
pipeline(
    image="https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/transformers/tasks/idefics-few-shot.jpg",
    question="What is in the image?",
)
[{'answer': 'statue of liberty'}]
```

</details>

## Why should I use Transformers?

1. Easy-to-use state-of-the-art models:
    - High performance on natural language understanding & generation, computer vision, audio, video, and multimodal tasks.
    - Low barrier to entry for researchers, engineers, and developers.
    - Few user-facing abstractions with just three classes to learn.
    - A unified API for using all our pretrained models.

1. Lower compute costs, smaller carbon footprint:
    - Share trained models instead of training from scratch.
    - Reduce compute time and production costs.
    - Dozens of model architectures with 1M+ pretrained checkpoints across all modalities.

1. Choose the right framework for every part of a models lifetime:
    - Train state-of-the-art models in 3 lines of code.
    - Move a single model between PyTorch/JAX/TF2.0 frameworks at will.
    - Pick the right framework for training, evaluation, and production.

1. Easily customize a model or an example to your needs:
    - We provide examples for each architecture to reproduce the results published by its original authors.
    - Model internals are exposed as consistently as possible.
    - Model files can be used independently of the library for quick experiments.

<a target="_blank" href="https://huggingface.co/enterprise">
    <img alt="Hugging Face Enterprise Hub" src="https://github.com/user-attachments/assets/247fb16d-d251-4583-96c4-d3d76dda4925">
</a><br>

## Why shouldn't I use Transformers?

- This library is not a modular toolbox of building blocks for neural nets. The code in the model files is not refactored with additional abstractions on purpose, so that researchers can quickly iterate on each of the models without diving into additional abstractions/files.
- The training API is optimized to work with PyTorch models provided by Transformers. For generic machine learning loops, you should use another library like [Accelerate](https://huggingface.co/docs/accelerate).
- The [example scripts]((https://github.com/huggingface/transformers/tree/main/examples)) are only *examples*. They may not necessarily work out-of-the-box on your specific use case and you'll need to adapt the code for it to work.

## 100 projects using Transformers

Transformers is more than a toolkit to use pretrained models, it's a community of projects built around it and the
Hugging Face Hub. We want Transformers to enable developers, researchers, students, professors, engineers, and anyone
else to build their dream projects.

In order to celebrate Transformers 100,000 stars, we wanted to put the spotlight on the
community with the [awesome-transformers](./awesome-transformers.md) page which lists 100
incredible projects built with Transformers.

If you own or use a project that you believe should be part of the list, please open a PR to add it!

## Example models

You can test most of our models directly on their [Hub model pages](https://huggingface.co/models).

Expand each modality below to see a few example models for various use cases.

<details>
<summary>Audio</summary>

- Audio classification with [Whisper](https://huggingface.co/openai/whisper-large-v3-turbo)
- Automatic speech recognition with [Moonshine](https://huggingface.co/UsefulSensors/moonshine)
- Keyword spotting with [Wav2Vec2](https://huggingface.co/superb/wav2vec2-base-superb-ks)
- Speech to speech generation with [Moshi](https://huggingface.co/kyutai/moshiko-pytorch-bf16)
- Text to audio with [MusicGen](https://huggingface.co/facebook/musicgen-large)
- Text to speech with [Bark](https://huggingface.co/suno/bark)

</details>

<details>
<summary>Computer vision</summary>

- Automatic mask generation with [SAM](https://huggingface.co/facebook/sam-vit-base)
- Depth estimation with [DepthPro](https://huggingface.co/apple/DepthPro-hf)
- Image classification with [DINO v2](https://huggingface.co/facebook/dinov2-base)
- Keypoint detection with [SuperGlue](https://huggingface.co/magic-leap-community/superglue_outdoor)
- Keypoint matching with [SuperGlue](https://huggingface.co/magic-leap-community/superglue)
- Object detection with [RT-DETRv2](https://huggingface.co/PekingU/rtdetr_v2_r50vd)
- Pose Estimation with [VitPose](https://huggingface.co/usyd-community/vitpose-base-simple)
- Universal segmentation with [OneFormer](https://huggingface.co/shi-labs/oneformer_ade20k_swin_large)
- Video classification with [VideoMAE](https://huggingface.co/MCG-NJU/videomae-large)

</details>

<details>
<summary>Multimodal</summary>

- Audio or text to text with [Qwen2-Audio](https://huggingface.co/Qwen/Qwen2-Audio-7B)
- Document question answering with [LayoutLMv3](https://huggingface.co/microsoft/layoutlmv3-base)
- Image or text to text with [Qwen-VL](https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct)
- Image captioning [BLIP-2](https://huggingface.co/Salesforce/blip2-opt-2.7b)
- OCR-based document understanding with [GOT-OCR2](https://huggingface.co/stepfun-ai/GOT-OCR-2.0-hf)
- Table question answering with [TAPAS](https://huggingface.co/google/tapas-base)
- Unified multimodal understanding and generation with [Emu3](https://huggingface.co/BAAI/Emu3-Gen)
- Vision to text with [Llava-OneVision](https://huggingface.co/llava-hf/llava-onevision-qwen2-0.5b-ov-hf)
- Visual question answering with [Llava](https://huggingface.co/llava-hf/llava-1.5-7b-hf)
- Visual referring expression segmentation with [Kosmos-2](https://huggingface.co/microsoft/kosmos-2-patch14-224)

</details>

<details>
<summary>NLP</summary>

- Masked word completion with [ModernBERT](https://huggingface.co/answerdotai/ModernBERT-base)
- Named entity recognition with [Gemma](https://huggingface.co/google/gemma-2-2b)
- Question answering with [Mixtral](https://huggingface.co/mistralai/Mixtral-8x7B-v0.1)
- Summarization with [BART](https://huggingface.co/facebook/bart-large-cnn)
- Translation with [T5](https://huggingface.co/google-t5/t5-base)
- Text generation with [Llama](https://huggingface.co/meta-llama/Llama-3.2-1B)
- Text classification with [Qwen](https://huggingface.co/Qwen/Qwen2.5-0.5B)

</details>

## Citation

We now have a [paper](https://www.aclweb.org/anthology/2020.emnlp-demos.6/) you can cite for the 🤗 Transformers library:
```bibtex
@inproceedings{wolf-etal-2020-transformers,
    title = "Transformers: State-of-the-Art Natural Language Processing",
    author = "Thomas Wolf and Lysandre Debut and Victor Sanh and Julien Chaumond and Clement Delangue and Anthony Moi and Pierric Cistac and Tim Rault and Rémi Louf and Morgan Funtowicz and Joe Davison and Sam Shleifer and Patrick von Platen and Clara Ma and Yacine Jernite and Julien Plu and Canwen Xu and Teven Le Scao and Sylvain Gugger and Mariama Drame and Quentin Lhoest and Alexander M. Rush",
    booktitle = "Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations",
    month = oct,
    year = "2020",
    address = "Online",
    publisher = "Association for Computational Linguistics",
    url = "https://www.aclweb.org/anthology/2020.emnlp-demos.6",
    pages = "38--45"
}
```

2025-06-04T15:40:37.926667+0530 | INFO | english stateoftheart pretrained models for inference and training transformers is a library of pretrained text computer vision audio video and multimodal models for inference and training use transformers to finetune models on your data build inference applications and for generative ai use cases across multiple modalities there are over 500k transformers model checkpoints on the hugging face hub you can use explore the hub today to find a model and use transformers to help you get started right away installation transformers works with python 39 pytorch 21 tensorflow 26 and flax 041 create and activate a virtual environment with venv or uv a fast rustbased python package and project manager install transformers in your virtual environment install transformers from source if you want the latest changes in the library or are interested in contributing however the latest version may not be stable feel free to open an issue if you encounter an error quickstart get started with transformers right away with the pipeline api the pipeline is a highlevel inference class that supports text audio vision and multimodal tasks it handles preprocessing the input and returns the appropriate output instantiate a pipeline and specify model to use for text generation the model is downloaded and cached so you can easily reuse it again finally pass some text to prompt the model to chat with a model the usage pattern is the same the only difference is you need to construct a chat history the input to pipeline between you and the system tip you can also chat with a model directly from the command line expand the examples below to see how pipeline works for different modalities and tasks automatic speech recognition image classification visual question answering why should i use transformers 1 easytouse stateoftheart models high performance on natural language understanding generation computer vision audio video and multimodal tasks low barrier to entry for researchers engineers and developers few userfacing abstractions with just three classes to learn a unified api for using all our pretrained models 1 lower compute costs smaller carbon footprint share trained models instead of training from scratch reduce compute time and production costs dozens of model architectures with 1m pretrained checkpoints across all modalities 1 choose the right framework for every part of a models lifetime train stateoftheart models in 3 lines of code move a single model between pytorchjaxtf20 frameworks at will pick the right framework for training evaluation and production 1 easily customize a model or an example to your needs we provide examples for each architecture to reproduce the results published by its original authors model internals are exposed as consistently as possible model files can be used independently of the library for quick experiments why shouldnt i use transformers this library is not a modular toolbox of building blocks for neural nets the code in the model files is not refactored with additional abstractions on purpose so that researchers can quickly iterate on each of the models without diving into additional abstractionsfiles the training api is optimized to work with pytorch models provided by transformers for generic machine learning loops you should use another library like accelerate the example scripts are only examples they may not necessarily work outofthebox on your specific use case and youll need to adapt the code for it to work 100 projects using transformers transformers is more than a toolkit to use pretrained models its a community of projects built around it and the hugging face hub we want transformers to enable developers researchers students professors engineers and anyone else to build their dream projects in order to celebrate transformers 100000 stars we wanted to put the spotlight on the community with the awesometransformersawesometransformersmd page which lists 100 incredible projects built with transformers if you own or use a project that you believe should be part of the list please open a pr to add it example models you can test most of our models directly on their hub model pages expand each modality below to see a few example models for various use cases audio audio classification with whisper automatic speech recognition with moonshine keyword spotting with wav2vec2 speech to speech generation with moshi text to audio with musicgen text to speech with bark computer vision automatic mask generation with sam depth estimation with depthpro image classification with dino v2 keypoint detection with superglue keypoint matching with superglue object detection with rtdetrv2 pose estimation with vitpose universal segmentation with oneformer video classification with videomae multimodal audio or text to text with qwen2audio document question answering with layoutlmv3 image or text to text with qwenvl image captioning blip2 ocrbased document understanding with gotocr2 table question answering with tapas unified multimodal understanding and generation with emu3 vision to text with llavaonevision visual question answering with llava visual referring expression segmentation with kosmos2 nlp masked word completion with modernbert named entity recognition with gemma question answering with mixtral summarization with bart translation with t5 text generation with llama text classification with qwen citation we now have a paper you can cite for the transformers library
2025-06-04T15:40:37.926908+0530 | INFO | Splitting article into chunks...
2025-06-04T15:40:37.928617+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:38.001348+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:38.163296+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:38.277071+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:38.667330+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:39.122801+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:39.539991+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:39.738644+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:39.848530+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:39.950336+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:40.042784+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:40.654716+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:40.783700+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:40.890026+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:41.011885+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:41.123084+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:41.655463+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:41.753492+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:41.832975+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:41.917403+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:42.493444+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:42.572452+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:42.658367+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.022247+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.108543+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.187732+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.269534+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.367050+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.462441+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.564867+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.687795+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:43.775692+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:44.339163+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:40:44.484021+0530 | INFO | Generating embeddings for chunk...
